"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDUSTRY","INDICATOR","GAS_TYPE","S_ADJUSTMENT","FREQUENCY","SCALE","DECIMALS_DISPLAYED","AEA","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2010","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1"
"IMF.STA:AEA(7.0.0)","G603.IND_HH.GHG_MTCO2.CO2.NSA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Total Industries + Total Households","Air emissions, Metric ton of CO₂","Carbon dioxide","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","179.6899665","190.911185","197.6660034","185.4943559","","192.3419805","197.3774898","189.1496423","180.8154828","","186.7622782","191.4693136","200.6556727","201.7650918","","192.4499496","199.0048185","214.0503236","217.9877416","","208.4676543","217.4213114","208.955302","221.238705","","212.6928063","200.3400133","208.5253101","219.2366443","","209.5113385","212.9047052","212.6972289","218.900663","","208.9474137","206.0566215","220.0579192","229.4370883","","208.337381","216.989108","225.7373688","234.0177896","","223.2212225","224.0760954","221.1952242","235.5570631","","216.7949667","170.6145462","214.5862931","215.3081372","","208.3266216","202.8146434","218.8415958","228.4232339","","224.4728031","205.9174214","206.0924535","211.3458117","","208.1058824","205.4896193","207.5520694","214.5496649","","208.553209","201.431639","205.9203524","208.8532532","204.2803169"
"IMF.STA:AEA(7.0.0)","G603.A.GHG_MTCO2.N2O.NSA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Agriculture, Forestry and Fishing","Air emissions, Metric ton of CO₂","Nitrous oxide","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","42.28267956","41.40100252","41.41843736","42.72532037","","42.9071234","42.11584041","42.61056689","43.48382624","","43.79674344","43.14222838","44.13919503","44.67945341","","45.73520326","44.60666717","44.73553663","46.39324846","","46.21983602","45.17508318","45.63096695","47.02134265","","47.2705199","45.69168209","46.33699467","48.20503357","","47.9677394","47.81666284","48.57974743","50.22083029","","49.68763294","49.53863139","48.70627056","50.36263123","","49.9363465","49.3398283","49.53307706","51.28288483","","50.62785404","50.53905924","51.72159736","54.3306605","","53.35905595","51.42638664","53.72198409","56.18065263","","54.59121379","53.32188909","54.17444183","55.81767868","","56.13383252","54.6631066","55.68388299","57.30120346","","56.7756448","55.61147409","56.04067433","58.84835554","","57.73511658","57.35916565","58.32806696","60.64804285","66.19933344"
"IMF.STA:AEA(7.0.0)","G603.S.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Other service industries","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","2.256782243","2.311860772","2.378605598","2.39145759","","2.398279834","2.493550528","2.630394213","2.7657933","","2.971549256","3.123953099","3.21446341","3.262967953","","3.279392286","3.293110106","3.302304013","3.313549302","","3.358642932","3.384012716","3.36493575","3.363881807","","3.333400492","3.22165304","3.119047383","2.937497173","","2.732134783","2.667543996","2.750301088","2.945705754","","3.345433445","3.622422106","3.708839507","3.614890219","","3.325202906","3.11678585","2.968494976","2.860664032","","2.731708744","2.706375551","2.659924065","2.655738786","","2.681489284","2.406074707","2.700699352","2.753809298","","2.816121251","2.827312493","2.814589446","2.845545403","","2.873360589","2.823308344","2.873278023","2.815323617","","2.8090158","2.871849359","2.850549513","2.864230776","","2.882291604","2.876688895","2.895274771","2.906015018","2.872045424"
"IMF.STA:AEA(7.0.0)","U145.B.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Western Asia","Mining and quarrying","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","275.969813","","","","","294.4260231","","","","","309.9260071","","","","","310.88086","","","","","315.9721951","","","","","322.8659692","","","","","361.3151557","","","","","352.9758158","","","","","361.2570503","","","","","365.6012167","","","","","334.2492913","","","","","334.2481496","","","","","364.520904","","","","","349.705692","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.C.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Western Asia","Manufacturing","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","4.837278273","","","","","5.140768557","","","","","5.374723845","","","","","5.410216263","","","","","5.573898432","","","","","5.478032743","","","","","6.107908576","","","","","5.978879064","","","","","6.125800821","","","","","6.329979857","","","","","5.964725073","","","","","6.103974667","","","","","6.493284086","","","","","6.360216704","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.E.GHG_MTCO2.F_GAS.SA.A","OBS_VALUE","Western Asia","Water supply; sewerage, waste management and remediation activities","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","0.01339304","","","","","0.0198037","","","","","0.0185954","","","","","0.02244958","","","","","0.02528025","","","","","0.02541646","","","","","0.02482471","","","","","0.02764744","","","","","0.02831547","","","","","0.03266026","","","","","0.03799023","","","","","0.03388144","","","","","0.03874192","","","","","0.0388759","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.H.GHG_MTCO2.CO2.NSA.Q","OBS_VALUE","Western Asia","Transportation and Storage","Air emissions, Metric ton of CO₂","Carbon dioxide","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","42.14938315","43.27419765","43.49445981","45.57130902","","45.02304382","45.40879628","46.23129742","47.44490909","","47.55246762","48.22132339","48.90662556","49.55425251","","48.93584062","49.53568035","49.64770284","49.85456182","","50.21874446","50.30030829","51.39281256","51.74001509","","52.13730956","52.37423046","52.34987679","53.84092621","","53.16185297","53.23056392","53.24382999","54.65688532","","54.50767843","53.94356582","54.17530738","55.6451156","","53.46057663","53.4488454","54.24280309","55.57721239","","54.64938628","53.95045042","53.83225408","53.12708504","","48.05766693","42.42380114","45.17570449","47.23597125","","47.35065852","48.06014574","49.9156745","53.25958327","","52.21606115","53.39706586","54.8509534","56.31344602","","55.87262039","55.74520115","56.61998015","57.83419596","","57.73204093","57.2911611","58.78706797","59.93672842","59.38913799"
"IMF.STA:AEA(7.0.0)","U145.A.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Western Asia","Agriculture, Forestry and Fishing","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","62.59963605","","","","","66.09008797","","","","","70.66224611","","","","","73.03687148","","","","","73.56773708","","","","","71.49319923","","","","","71.63534935","","","","","74.79378691","","","","","77.00096573","","","","","80.08119436","","","","","84.99688368","","","","","85.70693771","","","","","84.21998817","","","","","86.12022848","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G603.H.GHG_MTCO2.CH4.NSA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Transportation and Storage","Air emissions, Metric ton of CO₂","Methane","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","2.648915441","2.688084147","2.74914254","2.787845969","","2.773253321","2.788319049","2.810918837","2.811383068","","2.786886821","2.831491439","2.843862681","2.885272706","","2.840842374","2.889263889","2.913609504","2.956231598","","2.927772247","2.950107415","2.987426611","3.018753244","","2.979883578","2.970772126","2.995975701","3.055717368","","3.018247914","3.022619217","3.038903373","3.088254927","","3.089022714","3.090247155","3.119702018","3.215282143","","3.099154541","3.105518268","3.125987191","3.12701847","","3.109982066","3.11372427","3.193538295","3.230430501","","3.144954796","3.146442691","3.213322053","3.235840862","","3.162209253","3.210511161","3.286170834","3.293333722","","3.216647153","3.245124113","3.303392047","3.293105912","","3.207513164","3.245705491","3.32668943","3.287054391","","3.214332156","3.25080416","3.368242229","3.366433271","3.389471949"
"IMF.STA:AEA(7.0.0)","G603.HH_TOTAL.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Total Households","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","22.17663003","22.09113746","22.00344847","22.01704839","","23.61840375","23.35856002","23.80561474","24.22744558","","25.24180024","26.22151816","26.97148354","26.89497093","","27.96656212","28.99818377","29.83511369","30.7554783","","29.86423097","30.72281188","30.39470685","29.95820466","","30.18373805","29.7651588","29.97676838","30.24624196","","28.98987411","29.8127784","30.84438923","31.43318659","","32.03513835","32.13142855","32.18773338","32.87161435","","32.3592181","32.75844621","32.25527193","32.1003195","","32.51493625","32.87168072","32.38363686","32.03320402","","31.67808298","25.31921061","30.9186209","31.15637184","","31.3962118","31.5743868","33.86053411","33.52588761","","33.53065245","32.9781261","32.44422832","32.84994884","","33.06542555","32.76128659","32.73622025","32.7475299","","32.53851179","32.65630362","32.66742566","32.25287095","33.42720855"
"IMF.STA:AEA(7.0.0)","U145.F.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Western Asia","Construction","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","0.117757831","","","","","0.11332602","","","","","0.11602946","","","","","0.107112483","","","","","0.103651829","","","","","0.103795394","","","","","0.105509311","","","","","0.106417249","","","","","0.11362206","","","","","0.116746524","","","","","0.117294787","","","","","0.120297154","","","","","0.124875028","","","","","0.12375413","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.D.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Western Asia","Electricity, gas, steam and air conditioning supply","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","1.74894461","","","","","1.960197595","","","","","2.077676857","","","","","1.90877465","","","","","2.328557321","","","","","2.282277481","","","","","2.26516781","","","","","2.481258571","","","","","2.32023161","","","","","2.412708492","","","","","2.449400343","","","","","2.849229247","","","","","2.7170465","","","","","2.511602377","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.E.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Western Asia","Water supply; sewerage, waste management and remediation activities","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","84.18015881","","","","","87.95497447","","","","","90.11598783","","","","","92.12999546","","","","","94.50439678","","","","","96.84466766","","","","","98.52110686","","","","","100.0825143","","","","","100.5665589","","","","","101.2497627","","","","","103.0332433","","","","","102.6649609","","","","","105.0853979","","","","","107.6809482","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.S.GHG_MTCO2.F_GAS.NSA.Q","OBS_VALUE","Western Asia","Other service industries","Air emissions, Metric ton of CO₂","Fluorinated gases","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.910766574","0.938395451","0.953565928","0.868856024","","0.928707683","0.948935042","0.953005206","0.844283398","","0.901593779","0.92256559","0.938738582","0.838964455","","0.936462192","0.974592902","0.990758953","0.826288587","","0.963819853","0.998559794","1.010692888","0.881164206","","0.98457652","1.014780629","1.034721668","0.910940959","","0.999111654","1.057472396","1.074521926","0.932638466","","1.022804741","1.084272462","1.119886158","1.004600434","","1.083416772","1.145101093","1.160832687","1.028810234","","1.099670963","1.168775401","1.214081461","1.093284012","","1.15578916","1.177675142","1.278022864","1.12918948","","1.190090444","1.228896262","1.307859031","1.190723989","","1.250712372","1.271883499","1.346912153","1.216612485","","1.283769218","1.300123536","1.367410087","1.297984831","","1.340934938","1.356886673","1.421704118","1.319877634","1.377861707"
"IMF.STA:AEA(7.0.0)","U145.S.GHG_MTCO2.CH4.SA.A","OBS_VALUE","Western Asia","Other service industries","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","0.073682116","","","","","0.077479857","","","","","0.076603864","","","","","0.084044983","","","","","0.083442838","","","","","0.104706723","","","","","0.118885808","","","","","0.113733346","","","","","0.09725164","","","","","0.09873015","","","","","0.093594949","","","","","0.09623894","","","","","0.101022285","","","","","0.101073972","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.IND_HH.GHG_MTCO2.GHG.SA.A","OBS_VALUE","Western Asia","Total Industries + Total Households","Air emissions, Metric ton of CO₂","Greenhouse gas","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","2151.5855","","","","","2259.163659","","","","","2376.676306","","","","","2406.667333","","","","","2486.317964","","","","","2553.037538","","","","","2643.318995","","","","","2678.373699","","","","","2666.882909","","","","","2703.825904","","","","","2632.43073","","","","","2724.936907","","","","","2809.442849","","","","","2848.570057","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G603.F.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Construction","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","2.102926795","2.203455642","2.198887684","2.091631016","","2.209123783","2.163883542","2.180428916","2.222474462","","2.261493068","2.247768282","2.217332417","2.254270058","","2.286945045","2.383225805","2.453661831","2.360849719","","2.524056011","2.543387015","2.428634773","2.51594034","","2.415804067","2.419619071","2.489450474","2.477930594","","2.509310216","2.486130942","2.475534624","2.365904525","","2.375607978","2.392135439","2.332214215","2.419355339","","2.456362527","2.569249044","2.662174827","2.70118888","","2.618808071","2.611546859","2.568281627","2.488901446","","2.494148988","2.3570406","2.400158511","2.384906151","","2.479704571","2.627266195","2.532001257","2.588685198","","2.516632579","2.478728932","2.505676305","2.507460899","","2.417021734","2.46898894","2.541979224","2.576161247","","2.6050343","2.53841062","2.4890035","2.531009747","2.649878365"
"IMF.STA:AEA(7.0.0)","G603.A.GHG_MTCO2.GHG.SA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Agriculture, Forestry and Fishing","Air emissions, Metric ton of CO₂","Greenhouse gas","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","148.0675806","147.3097443","147.343815","147.654825","","149.9431203","150.2492119","151.4057387","150.7619401","","152.6714386","155.5395894","157.5197951","157.3852446","","158.0852301","159.9898902","159.4406274","162.1927378","","162.5213349","162.1065304","163.6273857","164.8824738","","168.1724785","165.3923755","167.2128554","166.9697017","","171.5263536","170.9366629","174.5381509","175.3742074","","173.8777716","179.4460668","174.9205307","175.2019471","","176.0596684","178.7422428","179.4661882","181.6270452","","181.4470695","184.4423907","187.0737787","189.1862067","","190.836744","190.7372669","193.3823628","194.7726789","","193.4560546","193.6202458","194.6545474","194.6900675","","196.788701","197.7590311","199.7418182","200.1606979","","201.5390942","201.9288757","203.3787333","204.8010524","","205.5931442","208.0684406","210.0742498","210.4601949","218.0140744"
"IMF.STA:AEA(7.0.0)","U145.S.GHG_MTCO2.F_GAS.SA.A","OBS_VALUE","Western Asia","Other service industries","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","3.671583977","","","","","3.674931329","","","","","3.601862405","","","","","3.728102634","","","","","3.85423674","","","","","3.945019775","","","","","4.063744442","","","","","4.231563796","","","","","4.418160787","","","","","4.575811837","","","","","4.740676646","","","","","4.917569726","","","","","5.086120509","","","","","5.249287673","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G603.H.GHG_MTCO2.N2O.NSA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Transportation and Storage","Air emissions, Metric ton of CO₂","Nitrous oxide","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","1.085697318","1.153608226","1.211549678","1.228199776","","1.199177371","1.187769436","1.224311333","1.275699204","","1.239225834","1.266539877","1.274404498","1.280740012","","1.319697961","1.312753123","1.332533184","1.350287596","","1.29436818","1.345281324","1.435214035","1.402199021","","1.274598689","1.278128537","1.548214986","1.472496304","","1.33771417","1.393241504","1.570635395","1.491859195","","1.406385636","1.491870581","1.495746967","1.478697378","","1.417312026","1.461019927","1.511232873","1.551231597","","1.454813948","1.519825496","1.55692612","1.567111174","","1.441804978","1.425005547","1.462097957","1.490613365","","1.450568441","1.494241149","1.53564772","1.578569422","","1.51417837","1.520718628","1.570717446","1.588534332","","1.515384604","1.523082461","1.57393566","1.601034551","","1.554919802","1.532418778","1.567329631","1.610889371","1.587942668"
"IMF.STA:AEA(7.0.0)","G603.IND_HH.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Total Industries + Total Households","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","184.5566846","190.5074973","194.9145983","183.7827306","","196.802671","197.0906895","186.8942129","178.897022","","190.9451817","192.3545356","198.6509038","198.7017353","","196.3674656","200.9905395","212.7985722","213.3362561","","212.1468181","221.258232","207.9278489","214.7500736","","216.5035002","204.7083725","207.5470328","212.0358685","","212.791673","218.1537379","212.1743406","210.8941841","","212.5328478","211.120031","219.780396","221.065768","","211.9039979","222.7875526","225.1397032","225.2503937","","226.3839876","230.3211761","220.6161217","226.7283198","","218.6207839","176.274677","214.7112316","207.6972509","","209.1045552","209.0401321","219.0540065","221.207401","","224.4628361","211.8450514","206.061241","205.4593613","","207.4852255","211.0891421","208.2449237","208.8779446","","207.6166178","206.1423957","206.5217066","203.99914","203.6695075"
"IMF.STA:AEA(7.0.0)","U145.S.GHG_MTCO2.CO2.SA.A","OBS_VALUE","Western Asia","Other service industries","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","22.24280471","","","","","24.53832265","","","","","25.0722788","","","","","25.83587171","","","","","25.6740806","","","","","36.43101673","","","","","36.66384884","","","","","36.14127995","","","","","32.43672792","","","","","33.32196422","","","","","32.28509112","","","","","34.41559807","","","","","35.86823166","","","","","35.66333378","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.H.GHG_MTCO2.CO2.SA.A","OBS_VALUE","Western Asia","Transportation and Storage","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","174.4893496","","","","","184.1080466","","","","","194.2346691","","","","","197.9737856","","","","","203.6518804","","","","","210.702343","","","","","214.2931322","","","","","218.2716672","","","","","216.7294375","","","","","215.5591758","","","","","182.8931438","","","","","198.586062","","","","","216.7775264","","","","","226.0719977","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U145.H.GHG_MTCO2.F_GAS.NSA.Q","OBS_VALUE","Western Asia","Transportation and Storage","Air emissions, Metric ton of CO₂","Fluorinated gases","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.001023507","0.001076062","0.001092081","0.00109376","","0.001043218","0.00110695","0.001109685","0.001134037","","0.001102127","0.001162625","0.001177309","0.00114718","","0.001061776","0.00110542","0.001143767","0.001140448","","0.001101575","0.001193689","0.001218642","0.001190434","","0.001132933","0.001230522","0.001250364","0.001250271","","0.001235901","0.00136081","0.001395044","0.001413174","","0.001386768","0.001503351","0.001503709","0.001463661","","0.001394375","0.001499857","0.001547277","0.001636032","","0.001717825","0.001961193","0.002091658","0.002112144","","0.00200579","0.001891771","0.002116543","0.002226987","","0.002256342","0.002481791","0.002776663","0.002985863","","0.003174391","0.003461462","0.003707944","0.003624793","","0.003449516","0.003482591","0.003592033","0.00349275","","0.003442057","0.003540482","0.003706599","0.003582088","0.003544515"
"IMF.STA:AEA(7.0.0)","G603.E.GHG_MTCO2.GHG.SA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Water supply; sewerage, waste management and remediation activities","Air emissions, Metric ton of CO₂","Greenhouse gas","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","24.29219776","24.28948317","24.44684949","24.53527799","","24.78089941","25.03713788","25.59284277","26.00995362","","26.29597945","26.64769287","26.82041887","27.11936232","","27.30653249","27.57709898","27.89055358","28.32002324","","28.41695785","28.62770619","28.73319833","28.84195046","","29.19762651","29.27152573","29.53495103","29.69813928","","29.59726316","30.05594938","30.26722081","30.44558848","","30.83007053","31.18835516","31.33780975","31.57182818","","31.73514201","31.83803371","32.04973531","32.19060405","","32.26188321","32.5525021","32.86318398","33.18050692","","33.47076691","32.68428571","33.78930489","34.2179483","","34.31373392","34.47206556","34.56207836","34.68011612","","35.03841131","35.28469168","35.64012855","35.70527644","","35.93844462","36.24865899","36.4733926","36.66162577","","36.57653327","36.90241863","37.17153021","37.16223912","38.03540916"
"IMF.STA:AEA(7.0.0)","G603.S.GHG_MTCO2.CH4.SA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Other service industries","Air emissions, Metric ton of CO₂","Methane","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","2.076304738","2.13473727","2.164288789","2.175231845","","2.199656347","2.202420273","2.227276937","2.165898158","","2.213603798","2.248375289","2.221598638","2.23546582","","2.23943794","2.294509462","2.283079583","2.317398645","","2.290212493","2.337547693","2.373465831","2.374420284","","2.380055201","2.334618609","2.35893484","2.387058287","","2.411075363","2.406005705","2.405639023","2.391378689","","2.475251255","2.46855258","2.474989292","2.51291368","","2.469409668","2.472562659","2.46867223","2.4544607","","2.507383778","2.476403314","2.508188156","2.515250006","","2.572567289","2.511130281","2.559401856","2.557188694","","2.561795708","2.59199463","2.622990265","2.609784102","","2.594721871","2.644949165","2.639371176","2.607190293","","2.623282115","2.60431234","2.637425687","2.622168131","","2.633965833","2.641503397","2.619090403","2.699198968","2.730887895"
"IMF.STA:AEA(7.0.0)","U145.C.GHG_MTCO2.GHG.SA.A","OBS_VALUE","Western Asia","Manufacturing","Air emissions, Metric ton of CO₂","Greenhouse gas","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","520.6886263","","","","","547.1750859","","","","","571.8358242","","","","","585.9979061","","","","","617.2984536","","","","","640.2111443","","","","","659.1684402","","","","","657.9842667","","","","","660.90314","","","","","672.1381136","","","","","696.2239119","","","","","722.1786372","","","","","737.2838114","","","","","755.2785785","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","G603.C.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","Sub-Saharan Africa (SSA)","Manufacturing","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","1.654544006","1.687560746","1.717000011","1.717887391","","1.728969123","1.749588955","1.761484777","1.758194085","","1.797587528","1.810054996","1.830073559","1.856824426","","1.879067363","1.888538009","1.89772652","1.902974789","","1.89710166","1.912461565","1.8943794","1.898307927","","1.904317019","1.891746657","1.917291118","1.931657367","","1.943524175","1.959087661","1.954776497","1.941620547","","1.950115777","1.939618875","1.944560015","1.955423158","","1.959416298","1.981989712","1.996886146","2.011373866","","2.030048727","2.043196911","2.044273139","2.052004605","","2.046293445","1.999604026","2.03922233","2.034016916","","2.061642233","2.068864259","2.087885365","2.110656752","","2.107638378","2.104992158","2.098248945","2.104939153","","2.09848938","2.106984388","2.111196579","2.111505934","","2.129435413","2.133853463","2.131097609","2.144973584","2.14532395"
